customer_id,snapshot_date,city_tier,age_group,acquisition_channel,loyalty_tier,preferred_category,marketing_consent,recency_days,frequency_180d,monetary_180d,return_rate_180d,avg_discount_pct_180d,avg_rating_180d,category_diversity_180d,ticket_count_90d,negative_ticket_rate_90d,avg_resolution_hours_90d,days_since_signup,sessions_30d,product_views_30d,cart_adds_30d,wishlist_adds_30d,abandoned_carts_30d,email_opens_30d,campaign_clicks_30d,last_visit_days_ago,churn_next_60d,split,churn_probability,predicted_churn
CUST00323,2025-09-30,Tier 2,25-34,Google Search,Gold,Hair Care,Yes,5,2,2509.86,0.0,0.3,4.5,2,0,0.0,0.0,362,6,19,2,1,1,3,0,9,0,train,0.06863633597471304,0
CUST00324,2025-09-30,Tier 3,35-44,Influencer,,Hair Care,Yes,274,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,434,0,0,0,0,0,1,0,60,1,validation,0.992916666721795,1
CUST00325,2025-09-30,Tier 1,25-34,Instagram,,Baby Care,Yes,44,3,3542.89,0.0,0.24,3.67,2,0,0.0,0.0,300,6,22,1,2,0,9,1,7,0,train,0.13383080579511075,0
CUST00326,2025-09-30,Tier 2,45+,Referral,Platinum,Skin Care,Yes,124,1,471.14,0.0,0.22,3.0,1,0,0.0,0.0,535,7,26,3,2,1,7,3,26,1,train,0.5946548168609921,1
CUST00327,2025-09-30,Tier 1,25-34,Organic,Gold,Skin Care,Yes,2,1,367.29,0.0,0.41,4.0,1,0,0.0,0.0,318,7,30,1,1,1,8,1,14,1,validation,0.14661738031845084,0
CUST00328,2025-09-30,Tier 1,35-44,Organic,,Hair Care,Yes,322,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,364,2,7,0,0,0,2,0,60,1,validation,0.9961791701529691,1
CUST00329,2025-09-30,Tier 2,18-24,Instagram,Gold,Skin Care,No,1,1,299.28,0.0,0.06,4.0,1,0,0.0,0.0,468,1,4,0,0,0,0,0,0,0,train,0.15054274031241074,0
CUST00330,2025-09-30,Tier 2,35-44,Organic,Gold,Makeup,Yes,74,3,1307.8,0.0,0.33,3.33,2,1,0.0,7.9,250,1,5,0,0,0,0,0,12,0,train,0.22813806521587288,0
CUST00331,2025-09-30,Tier 1,25-34,Marketplace,Silver,Makeup,No,151,1,505.92,0.0,0.49,4.0,1,0,0.0,0.0,574,1,6,0,0,0,0,0,27,1,train,0.9304264824402088,1
CUST00332,2025-09-30,Tier 2,25-34,Instagram,Silver,Skin Care,Yes,24,2,2059.8,0.5,0.375,1.5,1,2,1.0,12.1,107,0,0,0,0,0,3,0,6,0,validation,0.4108243535187831,1
CUST00333,2025-09-30,Tier 3,18-24,Referral,,Hair Care,Yes,75,1,870.15,0.0,0.07,3.0,1,0,0.0,0.0,583,3,14,1,0,1,0,0,21,0,train,0.3153216524262698,1
CUST00334,2025-09-30,Tier 2,25-34,Google Search,Silver,Skin Care,No,85,1,731.49,1.0,0.07,2.0,1,1,0.0,7.4,587,2,6,0,0,0,0,0,29,1,train,0.8551044942485834,1
CUST00335,2025-09-30,Tier 2,45+,Instagram,,Skin Care,Yes,148,2,1328.14,0.0,0.38,3.5,1,0,0.0,0.0,517,7,40,1,1,0,3,1,22,0,test,0.7922691606940614,1
CUST00336,2025-09-30,Tier 2,35-44,Marketplace,,Hair Care,No,29,2,1156.25,0.0,0.135,5.0,2,0,0.0,0.0,327,5,16,2,0,1,0,0,2,0,train,0.1589691119284973,0
CUST00337,2025-09-30,Tier 2,25-34,Marketplace,,Makeup,Yes,7,2,1887.73,0.0,0.385,3.5,2,1,0.0,35.9,24,2,11,1,1,1,1,0,9,1,validation,0.133697130211385,0
CUST00338,2025-09-30,Tier 2,25-34,Instagram,,Skin Care,No,12,1,887.38,1.0,0.27,1.0,1,1,1.0,16.4,78,6,31,2,1,0,0,0,8,0,validation,0.7855903914712998,1
CUST00339,2025-09-30,Tier 1,45+,Referral,Silver,Makeup,No,92,1,465.18,0.0,0.17,5.0,1,0,0.0,0.0,515,13,36,4,1,1,0,0,12,0,train,0.40842786428532724,1
CUST00340,2025-09-30,Tier 2,35-44,Marketplace,Gold,Skin Care,Yes,46,3,1900.4,0.333,0.237,4.0,3,0,0.0,0.0,512,8,36,2,1,1,2,1,10,0,train,0.25317607595413577,1
CUST00341,2025-09-30,Tier 2,25-34,Influencer,,Baby Care,No,19,1,790.16,0.0,0.46,3.0,1,0,0.0,0.0,39,11,33,3,3,2,0,0,5,0,train,0.3157987648505215,1
CUST00342,2025-09-30,Tier 1,25-34,Influencer,Gold,Makeup,Yes,1,2,2309.31,0.0,0.335,4.0,1,1,1.0,21.9,309,9,42,1,2,0,3,0,4,0,train,0.07852855362771222,0
CUST00343,2025-09-30,Tier 2,25-34,Marketplace,,Makeup,Yes,94,1,410.91,0.0,0.13,5.0,1,0,0.0,0.0,497,7,39,4,1,2,2,1,20,0,train,0.40343471206708403,1
CUST00344,2025-09-30,Tier 3,35-44,Instagram,Silver,Wellness,Yes,189,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,341,5,15,2,1,1,0,0,41,0,train,0.9404033560106938,1
CUST00345,2025-09-30,Tier 2,25-34,Influencer,Silver,Makeup,Yes,3,3,3946.38,0.0,0.127,4.33,2,0,0.0,0.0,278,15,71,4,1,2,5,0,0,0,validation,0.011044150868813682,0
CUST00346,2025-09-30,Tier 1,25-34,Instagram,,Makeup,Yes,72,1,494.2,0.0,0.34,5.0,1,0,0.0,0.0,613,13,69,5,3,2,5,1,7,0,train,0.259903182392768,1
CUST00347,2025-09-30,Tier 1,35-44,Organic,,Fragrance,Yes,184,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,430,8,44,2,2,1,5,1,45,1,train,0.8097916592875781,1
CUST00348,2025-09-30,Tier 3,35-44,Google Search,Silver,Wellness,Yes,1,3,2509.74,0.0,0.257,4.0,3,0,0.0,0.0,115,14,49,5,1,1,4,2,4,0,test,0.04796764931627722,0
CUST00349,2025-09-30,Tier 1,18-24,Marketplace,Silver,Fragrance,No,74,3,2183.21,0.0,0.243,4.0,2,0,0.0,0.0,583,2,11,1,0,0,0,0,18,0,train,0.27500991552190207,1
CUST00350,2025-09-30,Tier 1,35-44,Marketplace,,Hair Care,Yes,41,1,537.51,0.0,0.12,4.0,1,0,0.0,0.0,79,18,46,4,3,3,10,0,0,0,validation,0.15013590612525432,0
CUST00351,2025-09-30,Tier 2,25-34,Instagram,Silver,Skin Care,Yes,9,3,2713.22,0.333,0.287,3.67,2,1,1.0,22.8,597,4,14,2,0,1,3,0,1,0,train,0.17247491756064717,0
CUST00352,2025-09-30,Tier 3,18-24,Marketplace,Silver,Hair Care,Yes,27,1,1000.77,0.0,0.12,5.0,1,0,0.0,0.0,27,13,42,6,2,2,6,1,16,0,train,0.12097490858691853,0
CUST00353,2025-09-30,Tier 3,25-34,Instagram,,Hair Care,Yes,118,2,753.92,0.0,0.215,4.0,1,0,0.0,0.0,450,4,22,1,1,0,3,1,27,1,train,0.6276498304155169,1
CUST00354,2025-09-30,Tier 2,45+,Referral,,Makeup,Yes,36,2,1158.36,0.0,0.365,4.0,2,0,0.0,0.0,415,4,24,1,0,0,3,1,16,0,train,0.25146952496061464,1
CUST00355,2025-09-30,Tier 2,45+,Google Search,Gold,Wellness,Yes,171,1,715.18,0.0,0.03,5.0,1,0,0.0,0.0,389,4,14,2,0,1,5,2,32,1,train,0.8314186602223929,1
CUST00356,2025-09-30,Tier 2,25-34,Referral,,Baby Care,Yes,7,4,2192.57,0.0,0.215,2.5,4,0,0.0,0.0,255,10,44,4,2,1,4,1,7,0,train,0.08245940361056274,0
CUST00357,2025-09-30,Tier 2,25-34,Instagram,Silver,Skin Care,Yes,42,1,513.15,0.0,0.29,1.0,1,1,1.0,12.9,88,9,53,4,1,2,8,1,2,1,validation,0.4109262933774479,1
CUST00358,2025-09-30,Tier 3,25-34,Marketplace,,Hair Care,Yes,101,2,1523.36,0.0,0.335,4.0,2,0,0.0,0.0,193,4,17,1,0,1,4,0,1,1,train,0.520053655339069,1
CUST00359,2025-09-30,Tier 1,25-34,Google Search,,Baby Care,Yes,3,3,2276.09,0.0,0.243,4.0,3,0,0.0,0.0,566,0,0,0,0,0,4,0,0,0,train,0.11993625779147227,0
CUST00360,2025-09-30,Tier 2,35-44,Marketplace,,Wellness,Yes,2,1,1731.67,0.0,0.33,5.0,1,0,0.0,0.0,574,1,6,0,0,0,0,0,0,0,train,0.11978162485701063,0
CUST00361,2025-09-30,Tier 3,25-34,Instagram,,Skin Care,Yes,169,1,361.04,1.0,0.12,5.0,1,0,0.0,0.0,190,3,13,1,1,0,2,1,20,1,train,0.9803567938931075,1
CUST00362,2025-09-30,Tier 3,25-34,Influencer,Gold,Baby Care,Yes,23,3,1795.3,0.0,0.277,4.33,3,0,0.0,0.0,491,12,66,2,1,1,3,0,7,0,train,0.08784313177574439,0
CUST00363,2025-09-30,Tier 2,25-34,Instagram,,Makeup,Yes,27,1,413.99,0.0,0.32,5.0,1,1,1.0,22.5,28,2,11,1,0,0,0,0,5,0,train,0.4219484974637206,1
CUST00364,2025-09-30,Tier 2,18-24,Google Search,,Makeup,No,359,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,474,0,0,0,0,0,0,0,60,1,train,0.9992062760017788,1
CUST00365,2025-09-30,Tier 1,25-34,Marketplace,,Skin Care,Yes,158,1,1015.06,0.0,0.21,2.0,1,0,0.0,0.0,166,7,31,3,2,2,0,0,21,1,validation,0.854876069845575,1
CUST00366,2025-09-30,Tier 1,25-34,Instagram,,Hair Care,Yes,92,2,3930.92,0.0,0.235,2.5,2,0,0.0,0.0,536,2,6,1,0,0,0,0,26,0,train,0.2788805762850503,1
CUST00367,2025-09-30,Tier 1,45+,Google Search,Silver,Makeup,Yes,212,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,315,1,3,0,0,0,5,1,33,1,train,0.963074399593663,1
CUST00368,2025-09-30,Tier 1,25-34,Google Search,,Skin Care,Yes,55,1,348.81,1.0,0.25,5.0,1,1,1.0,16.3,147,7,32,2,1,1,1,0,12,1,train,0.8693550139386594,1
CUST00369,2025-09-30,Tier 3,25-34,Instagram,,Skin Care,Yes,71,1,910.05,0.0,0.16,2.0,1,0,0.0,0.0,437,7,23,1,1,0,2,1,0,1,validation,0.32633804016402523,1
CUST00370,2025-09-30,Tier 2,45+,Referral,Platinum,Hair Care,Yes,172,1,452.14,0.0,0.42,5.0,1,0,0.0,0.0,421,8,25,1,0,1,5,1,29,1,train,0.8441431302454406,1
CUST00371,2025-09-30,Tier 2,18-24,Instagram,,Skin Care,No,124,1,912.11,0.0,0.07,3.0,1,0,0.0,0.0,341,4,15,1,0,1,0,0,10,1,train,0.7022843035084579,1
CUST00372,2025-09-30,Tier 1,18-24,Referral,,Fragrance,No,56,1,431.11,0.0,0.38,5.0,1,1,0.0,12.6,112,2,11,1,1,0,0,0,18,0,train,0.3805158406001031,1
CUST00373,2025-09-30,Tier 1,25-34,Instagram,Silver,Hair Care,Yes,73,2,1612.89,0.0,0.3,1.0,2,0,0.0,0.0,139,9,37,4,1,2,6,1,20,1,train,0.36871205614590025,1
CUST00374,2025-09-30,Tier 3,18-24,Marketplace,,Makeup,Yes,219,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,307,0,0,0,0,0,6,3,44,1,train,0.9625344624039122,1
CUST00375,2025-09-30,Tier 1,25-34,Influencer,,Hair Care,Yes,85,2,812.45,0.0,0.435,5.0,2,1,1.0,39.3,559,2,7,1,1,0,0,0,17,1,train,0.7192437658550872,1
CUST00376,2025-09-30,Tier 1,25-34,Referral,,Skin Care,Yes,45,2,1345.22,0.0,0.12,5.0,2,0,0.0,0.0,496,5,25,1,1,1,1,0,12,1,train,0.1842823388945659,0
CUST00377,2025-09-30,Tier 2,35-44,Referral,,Skin Care,Yes,80,3,1386.54,0.0,0.313,5.0,2,0,0.0,0.0,300,10,41,3,3,0,7,0,16,1,validation,0.49481437826564934,1
CUST00378,2025-09-30,Tier 2,18-24,Instagram,,Skin Care,Yes,99,1,1622.32,0.0,0.29,4.0,1,0,0.0,0.0,114,4,10,2,0,1,1,0,1,1,train,0.5685506559263579,1
CUST00379,2025-09-30,Tier 1,45+,Marketplace,,Hair Care,No,75,1,538.25,0.0,0.11,4.0,1,0,0.0,0.0,348,2,11,1,0,1,0,0,4,1,test,0.4179320575101876,1
CUST00380,2025-09-30,Tier 2,25-34,Instagram,Silver,Wellness,Yes,39,3,1274.45,0.0,0.427,4.0,3,0,0.0,0.0,452,8,25,4,1,2,2,0,0,0,train,0.22975589144551034,0
CUST00381,2025-09-30,Tier 3,25-34,Marketplace,Gold,Baby Care,Yes,182,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,431,2,7,0,0,0,0,0,32,1,train,0.9293815748700982,1
CUST00382,2025-09-30,Tier 1,35-44,Marketplace,Gold,Baby Care,No,45,2,766.55,0.0,0.105,4.0,2,0,0.0,0.0,123,6,16,2,1,1,0,0,7,0,train,0.3452888588679899,1
CUST00383,2025-09-30,Tier 2,35-44,Referral,Gold,Hair Care,Yes,8,5,2977.28,0.2,0.214,4.6,3,1,1.0,59.0,259,14,59,7,1,3,5,1,1,0,train,0.04990897065195338,0
CUST00384,2025-09-30,Tier 1,18-24,Referral,,Fragrance,Yes,26,1,470.31,0.0,0.22,4.0,1,0,0.0,0.0,49,0,0,0,0,0,1,0,0,0,test,0.21870791551951035,0
CUST00385,2025-09-30,Tier 1,25-34,Instagram,Silver,Makeup,Yes,63,3,1877.75,0.0,0.323,4.0,2,0,0.0,0.0,631,6,29,2,0,1,3,1,25,0,train,0.22227193662531977,0
CUST00386,2025-09-30,Tier 2,35-44,Google Search,,Makeup,Yes,0,2,1407.41,0.0,0.29,4.5,2,0,0.0,0.0,371,13,64,6,1,3,4,2,1,0,train,0.04106043106359896,0
CUST00387,2025-09-30,Tier 3,25-34,Referral,Silver,Hair Care,No,40,1,721.21,0.0,0.31,4.0,1,0,0.0,0.0,70,1,6,0,0,0,0,0,2,0,train,0.3712635141798887,1
CUST00388,2025-09-30,Tier 2,18-24,Organic,Silver,Baby Care,Yes,37,1,528.39,0.0,0.37,5.0,1,0,0.0,0.0,473,6,16,0,1,0,8,3,0,1,train,0.18570570031922515,0
CUST00389,2025-09-30,Tier 2,35-44,Marketplace,,Skin Care,Yes,14,5,3373.19,0.0,0.344,4.4,2,1,1.0,46.3,545,11,50,1,2,0,4,2,14,0,train,0.0703142670631269,0
CUST00390,2025-09-30,Tier 3,25-34,Instagram,Silver,Skin Care,Yes,54,2,1639.43,0.0,0.35,3.5,2,1,1.0,52.7,105,4,15,2,1,1,5,1,5,1,train,0.5469752168140342,1
CUST00391,2025-09-30,Tier 3,18-24,Referral,Silver,Baby Care,Yes,1,2,2384.79,0.0,0.17,4.0,2,0,0.0,0.0,346,4,15,1,0,0,0,0,0,0,test,0.07109656858411997,0
CUST00392,2025-09-30,Tier 1,35-44,Google Search,Silver,Hair Care,Yes,133,1,716.98,0.0,0.39,5.0,1,0,0.0,0.0,356,4,17,1,1,1,4,1,34,1,train,0.8422497999503753,1
CUST00393,2025-09-30,Tier 1,45+,Influencer,,Baby Care,Yes,12,2,2231.04,0.0,0.19,4.0,2,1,0.0,1.0,66,5,28,2,1,1,5,1,18,0,train,0.07273909102919734,0
CUST00394,2025-09-30,Tier 1,18-24,Google Search,Gold,Fragrance,No,1,1,404.19,0.0,0.21,5.0,1,1,1.0,24.1,120,12,44,2,3,0,0,0,4,0,train,0.1469908544199421,0
CUST00395,2025-09-30,Tier 2,25-34,Marketplace,Platinum,Hair Care,No,35,1,633.86,0.0,0.48,3.0,1,0,0.0,0.0,252,12,62,4,2,1,0,0,13,0,train,0.23729531439027227,0
CUST00396,2025-09-30,Tier 3,25-34,Marketplace,,Hair Care,Yes,10,5,3031.78,0.0,0.214,4.2,4,1,1.0,55.1,247,10,37,4,2,3,9,2,0,0,validation,0.05179768771951226,0
CUST00397,2025-09-30,Tier 2,25-34,Google Search,,Skin Care,Yes,79,1,1203.27,0.0,0.3,5.0,1,1,1.0,17.1,543,3,13,1,1,1,7,2,22,1,test,0.5890526759574967,1
CUST00398,2025-09-30,Tier 1,25-34,Marketplace,Gold,Skin Care,No,8,3,2505.73,0.0,0.237,4.67,3,1,1.0,40.3,444,11,37,2,1,1,0,0,0,0,train,0.10087806785666395,0
CUST00399,2025-09-30,Tier 2,45+,Marketplace,Silver,Makeup,No,262,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,516,3,17,0,1,0,0,0,45,1,train,0.988925008493571,1
CUST00400,2025-09-30,Tier 2,35-44,Influencer,Gold,Skin Care,No,44,1,402.05,0.0,0.61,4.0,1,0,0.0,0.0,50,9,27,2,2,1,0,0,0,0,train,0.5455514557640251,1
CUST00401,2025-09-30,Tier 1,18-24,Organic,Silver,Hair Care,Yes,66,1,568.99,0.0,0.19,4.0,1,1,0.0,5.4,85,2,10,1,0,1,0,0,12,0,validation,0.20338444341954157,0
CUST00402,2025-09-30,Tier 1,25-34,Google Search,Gold,Skin Care,Yes,132,1,192.19,0.0,0.28,4.0,1,0,0.0,0.0,423,1,5,0,0,0,3,1,27,1,validation,0.8661153650477431,1
CUST00403,2025-09-30,Tier 1,25-34,Marketplace,,Hair Care,Yes,21,2,2029.32,0.0,0.12,4.5,2,0,0.0,0.0,128,15,64,6,4,3,3,1,0,0,validation,0.0379026226214673,0
CUST00404,2025-09-30,Tier 3,35-44,Referral,Gold,Skin Care,Yes,193,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,536,1,6,0,0,0,2,1,31,1,train,0.9297525479745414,1
CUST00405,2025-09-30,Tier 1,25-34,Referral,,Fragrance,Yes,2,1,282.03,1.0,0.5,5.0,1,1,1.0,40.1,109,4,20,2,0,0,2,0,5,1,train,0.7401782498952245,1
CUST00406,2025-09-30,Tier 1,35-44,Marketplace,,Hair Care,No,10,3,997.27,0.0,0.343,2.33,1,1,0.0,10.7,151,10,34,1,1,0,0,0,5,0,train,0.09208373257082128,0
CUST00407,2025-09-30,Tier 2,18-24,Marketplace,,Makeup,Yes,18,1,1569.01,0.0,0.36,5.0,1,0,0.0,0.0,18,0,0,0,0,0,0,0,11,0,train,0.2525292753753638,1
CUST00408,2025-09-30,Tier 1,25-34,Marketplace,,Skin Care,Yes,40,1,729.14,0.0,0.13,5.0,1,0,0.0,0.0,558,0,0,0,0,0,3,1,0,0,validation,0.23228868517823706,0
CUST00409,2025-09-30,Tier 1,18-24,Google Search,,Skin Care,Yes,58,3,1404.08,0.333,0.29,3.33,3,1,0.0,18.7,557,11,31,3,2,2,5,1,4,1,train,0.254668095764459,1
CUST00410,2025-09-30,Tier 2,25-34,Instagram,Gold,Skin Care,Yes,1,2,1365.22,0.0,0.22,4.5,2,1,0.0,2.9,37,16,43,6,3,3,7,0,0,0,validation,0.037945083040056816,0
CUST00411,2025-09-30,Tier 1,25-34,Influencer,,Skin Care,Yes,253,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,468,1,5,0,0,0,1,0,54,1,test,0.9894485653349341,1
CUST00412,2025-09-30,Tier 3,25-34,Google Search,,Skin Care,Yes,529,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,552,0,0,0,0,0,2,0,60,1,test,0.9999796102230736,1
CUST00413,2025-09-30,Tier 1,35-44,Referral,Platinum,Baby Care,Yes,26,1,220.96,0.0,0.48,4.0,1,1,1.0,16.5,273,16,59,8,3,2,9,0,0,0,train,0.3138138562750263,1
CUST00414,2025-09-30,Tier 2,25-34,Marketplace,,Baby Care,Yes,3,1,311.44,1.0,0.32,4.0,1,1,1.0,28.0,33,5,30,3,1,2,6,1,0,1,test,0.731731007070051,1
CUST00415,2025-09-30,Tier 1,25-34,Google Search,,Skin Care,Yes,120,1,1236.13,0.0,0.21,5.0,1,0,0.0,0.0,547,1,3,0,0,0,5,2,11,1,train,0.6412599416580297,1
CUST00416,2025-09-30,Tier 2,25-34,Organic,Silver,Makeup,Yes,28,2,1020.28,0.0,0.285,4.0,2,1,0.0,12.8,150,4,12,1,1,1,0,0,11,0,train,0.1006214591710249,0
CUST00417,2025-09-30,Tier 2,35-44,Organic,,Skin Care,Yes,151,1,611.96,0.0,0.09,4.0,1,0,0.0,0.0,471,0,0,0,0,0,5,1,28,1,test,0.8152468334379208,1
CUST00418,2025-09-30,Tier 2,25-34,Organic,,Fragrance,Yes,5,2,1919.75,0.0,0.14,5.0,2,1,1.0,37.7,360,8,36,2,2,1,6,2,0,0,test,0.03307647285321972,0
CUST00419,2025-09-30,Tier 1,18-24,Instagram,,Skin Care,Yes,98,2,1795.1,0.0,0.3,5.0,1,0,0.0,0.0,135,12,50,3,2,2,5,1,30,1,train,0.4564239393250602,1
CUST00420,2025-09-30,Tier 2,18-24,Google Search,,Makeup,Yes,18,1,1380.99,0.0,0.0,5.0,1,0,0.0,0.0,546,14,82,5,1,1,5,0,0,0,validation,0.04209485525334759,0
CUST00421,2025-09-30,Tier 2,18-24,Instagram,,Skin Care,No,0,1,1547.12,0.0,0.36,3.0,1,0,0.0,0.0,489,4,18,1,1,1,0,0,0,0,train,0.14666418086947264,0
CUST00422,2025-09-30,Tier 3,25-34,Google Search,Platinum,Skin Care,No,125,1,664.17,0.0,0.28,5.0,1,0,0.0,0.0,384,7,40,2,2,1,0,0,26,1,train,0.7277292387430794,1
CUST00423,2025-09-30,Tier 1,45+,Marketplace,Silver,Baby Care,Yes,135,2,1922.89,0.0,0.24,2.5,2,0,0.0,0.0,319,1,5,1,0,0,2,0,39,1,train,0.8629295007114669,1
CUST00424,2025-09-30,Tier 1,45+,Referral,,Makeup,Yes,113,1,625.54,0.0,0.26,3.0,1,0,0.0,0.0,415,5,24,2,0,0,7,1,33,1,train,0.7386431293634166,1
CUST00425,2025-09-30,Tier 1,35-44,Organic,,Hair Care,Yes,113,2,1502.44,0.0,0.195,4.0,2,0,0.0,0.0,152,12,46,4,2,2,9,2,25,0,train,0.3657768087225178,1
CUST00426,2025-09-30,Tier 1,25-34,Referral,,Hair Care,No,77,1,718.2,0.0,0.35,4.0,1,0,0.0,0.0,577,8,46,1,1,1,0,0,18,1,train,0.42743818793911764,1
CUST00427,2025-09-30,Tier 1,35-44,Google Search,Silver,Skin Care,Yes,1,2,331.53,0.5,0.415,3.5,2,1,1.0,24.2,189,4,12,2,1,1,1,0,6,1,validation,0.6396466201974819,1
CUST00428,2025-09-30,Tier 2,25-34,Google Search,,Fragrance,No,74,2,810.98,0.0,0.32,3.5,1,0,0.0,0.0,444,1,5,0,0,0,0,0,10,0,train,0.4644312785202878,1
CUST00429,2025-09-30,Tier 2,35-44,Referral,Silver,Hair Care,Yes,6,1,432.48,0.0,0.26,1.0,1,1,1.0,12.3,336,13,76,2,2,1,8,2,9,0,train,0.1321089368673229,0
CUST00430,2025-09-30,Tier 1,25-34,Influencer,Silver,Skin Care,Yes,22,3,2369.81,0.0,0.283,3.33,3,0,0.0,0.0,394,0,0,0,0,0,2,0,0,0,train,0.1609815933359789,0
CUST00431,2025-09-30,Tier 2,18-24,Instagram,Gold,Skin Care,Yes,154,2,903.65,0.0,0.435,4.5,1,0,0.0,0.0,309,1,3,0,0,0,5,1,31,1,train,0.9140387752157265,1
CUST00432,2025-09-30,Tier 2,25-34,Marketplace,,Hair Care,Yes,112,2,2306.14,0.0,0.18,3.5,1,0,0.0,0.0,241,9,30,4,2,2,9,0,18,1,train,0.4306222495336859,1
CUST00433,2025-09-30,Tier 2,25-34,Google Search,Silver,Fragrance,No,36,2,1032.26,0.0,0.435,2.0,1,1,0.0,21.8,557,10,59,1,0,0,0,0,6,0,train,0.1223185606320536,0
CUST00434,2025-09-30,Tier 1,35-44,Instagram,,Skin Care,Yes,293,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,566,2,8,0,0,0,2,1,47,0,train,0.9942329079340108,1
CUST00435,2025-09-30,Tier 2,25-34,Marketplace,Silver,Baby Care,Yes,200,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,455,1,3,0,0,0,2,1,48,1,train,0.9657997226484136,1
CUST00436,2025-09-30,Tier 2,25-34,Marketplace,,Baby Care,No,49,3,2100.42,0.0,0.24,3.67,2,0,0.0,0.0,454,2,8,0,1,0,0,0,23,0,validation,0.3518355110773377,1
CUST00437,2025-09-30,Tier 2,35-44,Marketplace,Silver,Baby Care,Yes,151,1,729.22,0.0,0.25,4.0,1,0,0.0,0.0,216,0,0,0,0,0,0,0,33,0,test,0.9347412285434964,1
CUST00438,2025-09-30,Tier 1,25-34,Marketplace,Platinum,Baby Care,Yes,64,3,2466.39,1.0,0.16,3.0,3,2,1.0,36.05,175,6,22,1,1,1,7,2,22,1,test,0.5704902625867087,1
CUST00439,2025-09-30,Tier 1,35-44,Organic,Silver,Skin Care,Yes,119,1,501.55,0.0,0.41,1.0,1,0,0.0,0.0,419,7,18,3,1,1,0,0,18,1,train,0.7613877188483607,1
CUST00440,2025-09-30,Tier 1,25-34,Google Search,Silver,Skin Care,Yes,64,1,325.03,0.0,0.56,4.0,1,1,1.0,33.9,167,5,16,3,1,2,0,0,8,1,train,0.766325068072075,1
CUST00441,2025-09-30,Tier 1,35-44,Organic,Silver,Baby Care,Yes,211,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,306,1,5,0,0,0,0,0,33,1,train,0.9582177928311832,1
CUST00442,2025-09-30,Tier 3,35-44,Google Search,Gold,Hair Care,No,69,3,1148.99,0.0,0.387,3.67,1,0,0.0,0.0,558,2,8,1,0,0,0,0,22,1,test,0.4698147440011794,1
CUST00443,2025-09-30,Tier 2,25-34,Instagram,,Hair Care,Yes,265,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,627,2,8,1,0,0,4,0,54,1,train,0.9887965389785422,1
CUST00444,2025-09-30,Tier 2,45+,Referral,,Hair Care,Yes,232,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,236,1,4,0,0,0,2,1,51,1,train,0.9774719253627927,1
CUST00445,2025-09-30,Tier 1,25-34,Referral,Silver,Skin Care,Yes,26,1,1594.8,0.0,0.43,5.0,1,0,0.0,0.0,77,4,11,1,0,1,7,1,5,0,train,0.2559648004086495,1
CUST00446,2025-09-30,Tier 2,25-34,Google Search,,Makeup,Yes,26,1,521.16,0.0,0.33,4.0,1,0,0.0,0.0,64,9,48,4,3,1,2,0,3,1,train,0.2496267987231331,1
CUST00447,2025-09-30,Tier 1,25-34,Marketplace,,Hair Care,Yes,36,6,2647.85,0.167,0.39,4.0,2,2,0.5,22.55,264,6,16,3,0,2,3,1,18,0,train,0.05841381782558392,0
CUST00448,2025-09-30,Tier 1,45+,Marketplace,,Makeup,Yes,136,1,678.51,0.0,0.39,4.0,1,0,0.0,0.0,593,11,31,4,0,1,6,3,18,1,train,0.6538100789647555,1
CUST00449,2025-09-30,Tier 2,18-24,Instagram,,Skin Care,No,209,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,344,1,5,1,0,1,0,0,60,1,train,0.9814968125534189,1
CUST00450,2025-09-30,Tier 2,25-34,Instagram,Silver,Skin Care,No,44,1,862.9,0.0,0.24,4.0,1,0,0.0,0.0,77,5,27,1,1,1,0,0,2,0,train,0.3562605857567357,1
CUST00451,2025-09-30,Tier 2,35-44,Instagram,Silver,Skin Care,Yes,29,2,2306.23,0.0,0.17,4.0,1,0,0.0,0.0,433,3,16,1,0,1,0,0,4,0,validation,0.10977306683180255,0
CUST00452,2025-09-30,Tier 3,18-24,Marketplace,,Hair Care,Yes,256,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,528,2,10,1,0,0,0,0,53,1,train,0.9855664901222745,1
